"﻿Date","Open","High","Low","Close","Volume","Code"
"16-Jun-10",125.39,127.98,125.36,126.9,3964437,"AMZN"
"15-Jun-10",123.2,126.92,122.5,126.84,4541551,"AMZN"
"14-Jun-10",124.24,125.7,123.5,123.83,3922912,"AMZN"
"11-Jun-10",121.39,123.53,120.29,123.03,4205811,"AMZN"
"10-Jun-10",120,123.5,119.2,123.21,6061755,"AMZN"
"9-Jun-10",120.31,121.47,117.36,117.91,7371717,"AMZN"
"8-Jun-10",122,122,115.8,118.84,11517726,"AMZN"
"7-Jun-10",125.84,126.61,121.67,122.01,6574503,"AMZN"
"4-Jun-10",126.33,128.2,122.18,122.77,5497625,"AMZN"
"3-Jun-10",126.25,129.15,124.85,128.76,5277304,"AMZN"
"2-Jun-10",124.02,126.43,121.65,126.31,4764623,"AMZN"
"1-Jun-10",124.97,126.57,123.02,123.24,3659489,"AMZN"
"31-May-10",125.46,125.46,125.46,125.46,0,"AMZN"
"28-May-10",125.46,125.46,125.46,125.46,0,"AMZN"
"27-May-10",124.98,126.85,120.6,126.7,4748544,"AMZN"
"26-May-10",125.05,125.79,122.3,123.21,6968764,"AMZN"
"25-May-10",118.54,125.19,118.5,124.86,7121633,"AMZN"
